personid,vehicleid,crashid,personinvolvementcd,sex,dob,personalinjurylevel,seatlocationcd,transportedind,ejectionind,airbagcd,alcoholuseind,pedestrianlocationcd,pedestriantype,pedestrianschoolinfoind,ageatcrash,contribcirccd1,contribcirccd2,contribcirccd3,contribcirccd4,contribcirccd5,contribcirccd6,contribcirccd7,contribcirccd8,contribcirccd9,contribcirccd10,contribcirccd11,contribcirccd12,distractioncd1,distractioncd2,distractioncd3,distractioncd4,pedestrianactioncd1,pedestrianactioncd2,pedestrianactioncd3,pedestrianactioncd4,pedestrianactioncd5,safetydevicecd1,safetydevicecd2
3130024931V1P1I01   ,3130024931V1 ,3130024931,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,8,,,,,,,,,,,,,,,,,,,,,U ,
0130011586V2P1I01   ,0130011586V2 ,130011586,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130012325V1P1I01   ,0130012325V1 ,130012325,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130044653V1P1I01   ,0130044653V1 ,130044653,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130081362V1P1I01   ,0130081362V1 ,130081362,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130015908V1P1I01   ,3130015908V1 ,3130015908,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130061982V1P1I01   ,0130061982V1 ,130061982,1,U,0001-01-01,U,FL,U ,U ,U ,N ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130011007V1P1I01   ,3130011007V1 ,3130011007,1,U,10/5/63,5,XX,NA,U ,3,N ,NA,  ,  ,49,22,,,,,,,,,,,,,,,,,,,,,5,
0130057797V1P1I01   ,0130057797V1 ,130057797,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130062531V1P1I01   ,0130062531V1 ,130062531,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130021716V2P4I01   ,3130021716V2 ,3130021716,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130080606V1P1I01   ,0130080606V1 ,130080606,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130023509V1P1I01   ,0130023509V1 ,130023509,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130012105V2P1I01   ,0130012105V2 ,130012105,1,U,0001-01-01,U,FL,NA,NA,  ,N ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130031906V1P1I01   ,0130031906V1 ,130031906,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130022798V1P1I01   ,0130022798V1 ,130022798,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130055492V1P1I01   ,0130055492V1 ,130055492,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130050099V1P1I01   ,0130050099V1 ,130050099,1,U,0001-01-01,U,FL,1,2,9,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130018955V1P1I01   ,0130018955V1 ,130018955,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130017932V1P1I01   ,0130017932V1 ,130017932,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130033731V1P1I01   ,2130033731V1 ,2130033731,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130032028V2P3I01   ,2130032028V2 ,2130032028,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
2130019948V1P1I01   ,2130019948V1 ,2130019948,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130069421V1P1I01   ,0130069421V1 ,130069421,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130035027V1P1I01   ,0130035027V1 ,130035027,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130023263V1P1I01   ,2130023263V1 ,2130023263,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,17,,,,,,,,,,,,,,,,,,,,U ,
0130077648V2P1I01   ,0130077648V2 ,130077648,1,U,0001-01-01,U,FL,U ,U ,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130076849V3P1I01   ,0130076849V3 ,130076849,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130026411V1P1I01   ,2130026411V1 ,2130026411,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130030604V1P1I01   ,2130030604V1 ,2130030604,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130033265V1P1I01   ,2130033265V1 ,2130033265,1,U,0001-01-01,U,XX,U ,U ,U ,N ,NA,N ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130035979V1P1I01   ,0130035979V1 ,130035979,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130016824V2P1I01   ,0130016824V2 ,130016824,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130046682V1P1I01   ,0130046682V1 ,130046682,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
2130001469V1P1I01   ,2130001469V1 ,2130001469,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130027937V1P1I01   ,0130027937V1 ,130027937,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130060817V1P1I01   ,0130060817V1 ,130060817,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
2130003441V1P1I01   ,2130003441V1 ,2130003441,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130075594V1P1I01   ,0130075594V1 ,130075594,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130062443V1P1I01   ,0130062443V1 ,130062443,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,11,8,,,,,,,,,,,,,,,,,,,,U ,
0130025997V2P1I01   ,0130025997V2 ,130025997,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,4,13,,,,,,,,,,,,,,,,,,,,,
0130014329V1P1I01   ,0130014329V1 ,130014329,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
2130000019V2P2I01   ,2130000019V2 ,2130000019,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130055118V1P1I01   ,0130055118V1 ,130055118,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130029473V1P1I01   ,0130029473V1 ,130029473,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130035326V1P1I01   ,2130035326V1 ,2130035326,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130055320V1P1I01   ,0130055320V1 ,130055320,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130031216V1P1I01   ,2130031216V1 ,2130031216,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130035809V1P1I01   ,0130035809V1 ,130035809,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130012941V1P1I01   ,0130012941V1 ,130012941,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
0130082240V1P1I01   ,0130082240V1 ,130082240,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130076207V1P1I01   ,0130076207V1 ,130076207,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
3130021672V1P1I01   ,3130021672V1 ,3130021672,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130070920V1P1I01   ,0130070920V1 ,130070920,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130030807V1P1I01   ,2130030807V1 ,2130030807,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,17,9,,,,,,,,,,,,,,,,,,,,U ,
0130054908V1P1I01   ,0130054908V1 ,130054908,1,U,0001-01-01,U,FL,1,NA,1,U ,NA,  ,  ,999,4,,,,,,,,,,,,,,,,,,,,,15,
0130035938V1P1I01   ,0130035938V1 ,130035938,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130017546V1P1I01   ,0130017546V1 ,130017546,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,21,,,,,,,,,,,,2,,,,,,,,,,
3130013756V2P5I01   ,3130013756V2 ,3130013756,1,U,0001-01-01,5,FL,1,2,1,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130023353V1P1I01   ,0130023353V1 ,130023353,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130029784V1P1I01   ,2130029784V1 ,2130029784,1,U,7/6/93,5,FL,1,2,3,N ,NA,N ,  ,20,4,17,,,,,,,,,,,,,,,,,,,,2,
0130038836V1P1I01   ,0130038836V1 ,130038836,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130035813V2P1I01   ,0130035813V2 ,130035813,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130078272V1P1I01   ,0130078272V1 ,130078272,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
3130023782V2P4I01   ,3130023782V2 ,3130023782,1,U,0001-01-01,U,XX,1,2,U ,U ,NA,  ,  ,999,30,,,,,,,,,,,,,,,,,,,,,U ,
0130066732V1P1I01   ,0130066732V1 ,130066732,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130007156V2P3I01   ,3130007156V2 ,3130007156,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
2130003412V1P1I01   ,2130003412V1 ,2130003412,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
2130021279V1P1I01   ,2130021279V1 ,2130021279,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130085949V1P1I01   ,0130085949V1 ,130085949,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130012480V1P1I01   ,0130012480V1 ,130012480,1,U,0001-01-01,5,FL,1,2,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,1,
2130031604V1P1I01   ,2130031604V1 ,2130031604,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
2130026213V1P1I01   ,2130026213V1 ,2130026213,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130080005V1P1I01   ,0130080005V1 ,130080005,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130068181V1P1I01   ,0130068181V1 ,130068181,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130058284V1P1I01   ,0130058284V1 ,130058284,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,12,,,,,,,,,,,,,,,,,,,,,,
0130011724V1P1I01   ,0130011724V1 ,130011724,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130030685V2P3I01   ,2130030685V2 ,2130030685,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,17,33,,,,,,,,,,,,,,,,,,,,U ,
3130025559V1P1I01   ,3130025559V1 ,3130025559,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130015527V1P1I01   ,2130015527V1 ,2130015527,1,U,0001-01-01,U,XX,U ,U ,U ,N ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130034980V1P1I01   ,0130034980V1 ,130034980,1,U,0001-01-01,5,FL,1,2,10,N ,NA,  ,  ,999,28,,,,,,,,,,,,,,,,,,,,,1,
2130003292V1P1I01   ,2130003292V1 ,2130003292,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130014301V3P5I01   ,2130014301V3 ,2130014301,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
3130011827V1P1I01   ,3130011827V1 ,3130011827,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130047793V1P1I01   ,0130047793V1 ,130047793,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130062240V1P1I01   ,0130062240V1 ,130062240,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130001779V1P1I01   ,2130001779V1 ,2130001779,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130035699V1P1I01   ,0130035699V1 ,130035699,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
2130001400V1P1I01   ,2130001400V1 ,2130001400,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
0130070307V1P1I01   ,0130070307V1 ,130070307,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,12,,,,,,,,,,,,,,,,,,,,,,
0130054052V3P1I01   ,0130054052V3 ,130054052,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
2130015961V2P3I01   ,2130015961V2 ,2130015961,1,U,0001-01-01,U,NA,U ,U ,  ,N ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130067293V2P1I01   ,0130067293V2 ,130067293,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130004202V2P6I01   ,3130004202V2 ,3130004202,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130027834V2P3I01   ,2130027834V2 ,2130027834,1,U,8/20/75,5,FL,1,2,3,N ,NA,N ,  ,38,21,,,,,,,,,,,,15,,,,,,,,,5,
0130057119V1P1I01   ,0130057119V1 ,130057119,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130026647V1P1I01   ,0130026647V1 ,130026647,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130066873V1P1I01   ,0130066873V1 ,130066873,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130019578V1P1I01   ,2130019578V1 ,2130019578,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130035966V1P1I01   ,0130035966V1 ,130035966,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130035501V1P1I01   ,0130035501V1 ,130035501,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130020884V1P1I01   ,2130020884V1 ,2130020884,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130022246V1P1I01   ,0130022246V1 ,130022246,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
0130018522V1P1I01   ,0130018522V1 ,130018522,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130058407V1P1I01   ,0130058407V1 ,130058407,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,,
0130022114V1P1I01   ,0130022114V1 ,130022114,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130029142V2P3I01   ,2130029142V2 ,2130029142,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130021717V2P3I01   ,2130021717V2 ,2130021717,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130026475V1P1I01   ,0130026475V1 ,130026475,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,,
0130068121V1P1I01   ,0130068121V1 ,130068121,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130050064V1P1I01   ,0130050064V1 ,130050064,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130076497V1P1I01   ,0130076497V1 ,130076497,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130057958V2P1I01   ,0130057958V2 ,130057958,1,U,0001-01-01,U,FL,U ,U ,1,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130042848V1P1I01   ,0130042848V1 ,130042848,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130010576V1P1I01   ,0130010576V1 ,130010576,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,,
0130018025V1P1I01   ,0130018025V1 ,130018025,1,U,0001-01-01,U,FL,U ,2,10,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
2130001369V1P1I01   ,2130001369V1 ,2130001369,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,21,,,,,,,,,,,,9,,,,,,,,,U ,
3130010439V2P3I01   ,3130010439V2 ,3130010439,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,1,,,,,,,,,,,,,,,,,,,,,U ,
0130037729V1P1I01   ,0130037729V1 ,130037729,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130005087V1P1I01   ,2130005087V1 ,2130005087,1,U,10/25/93,5,FL,1,2,3,N ,NA,N ,  ,19,21,9,,,,,,,,,,,3,,,,,,,,,5,
2130023949V2P3I01   ,2130023949V2 ,2130023949,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
2130000245V1P1I01   ,2130000245V1 ,2130000245,1,U,0001-01-01,U,XX,U ,U ,U ,N ,NA,N ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
2130020249V1P1I01   ,2130020249V1 ,2130020249,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130057493V1P1I01   ,0130057493V1 ,130057493,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130057403V2P1I01   ,0130057403V2 ,130057403,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130076480V1P1I01   ,0130076480V1 ,130076480,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,,
2130012067V1P1I01   ,2130012067V1 ,2130012067,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,N ,  ,999,6,,,,,,,,,,,,,,,,,,,,,U ,
0130074062V1P2I01   ,0130074062V1 ,130074062,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130022334V1P1I01   ,0130022334V1 ,130022334,1,U,0001-01-01,U,FL,U ,U ,3,U ,NA,  ,  ,999,7,4,,,,,,,,,,,,,,,,,,,,U ,
0130076351V1P1I01   ,0130076351V1 ,130076351,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130031785V1P1I01   ,0130031785V1 ,130031785,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130035758V1P1I01   ,0130035758V1 ,130035758,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130060987V1P1I01   ,0130060987V1 ,130060987,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130011772V2P3I01   ,3130011772V2 ,3130011772,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
2130013875V1P1I01   ,2130013875V1 ,2130013875,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130060816V1P1I01   ,0130060816V1 ,130060816,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130041455V1P1I01   ,0130041455V1 ,130041455,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
0130015161V1P1I01   ,0130015161V1 ,130015161,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130056438V2P1I01   ,0130056438V2 ,130056438,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130033068V2P3I01   ,2130033068V2 ,2130033068,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,,,,,,,,,,,,,,,,,,,,,,U ,
0130045978V2P1I01   ,0130045978V2 ,130045978,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,,
2130009866V1P1I01   ,2130009866V1 ,2130009866,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130021577V2P3I01   ,2130021577V2 ,2130021577,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130036645V1P1I01   ,0130036645V1 ,130036645,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,,
2130005418V2P3I01   ,2130005418V2 ,2130005418,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
3130014706V1P1I01   ,3130014706V1 ,3130014706,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130081161V1P1I01   ,0130081161V1 ,130081161,1,U,0001-01-01,U,FL,U ,2,U ,N ,NA,  ,  ,999,33,,,,,,,,,,,,,,,,,,,,,U ,
0130054737V1P1I01   ,0130054737V1 ,130054737,1,U,0001-01-01,U,FL,1,U ,9,Y ,NA,  ,  ,999,18,,,,,,,,,,,,,,,,,,,,,U ,
0130036828V2P1I01   ,0130036828V2 ,130036828,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,,
0130022249V1P1I01   ,0130022249V1 ,130022249,1,U,0001-01-01,U,FL,1,2,5,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130035155V1P1I01   ,0130035155V1 ,130035155,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,13,17,,,,,,,,,,,,,,,,,,,,U ,
